summons_number,plate_id,registration_state,plate_type,issue_date,violation_code,vehicle_body_type,vehicle_make,issuing_agency,street_code1,street_code2,street_code3,vehicle_expiration_date,violation_location,violation_precinct,issuer_precinct,issuer_code,issuer_command,issuer_squad,violation_time,violation_county,violation_in_front_of_or,street_name,intersecting_street,date_first_observed,law_section,sub_division,days_parking_in_effect,from_hours_in_effect,to_hours_in_effect,vehicle_color,unregistered_vehicle,vehicle_year,meter_number,feet_from_curb,house_number,time_first_observed,violation_legal_code,violation_description
1487931438,HUC9273,NY,PAS,2022-06-16T00:00:00.000,18,SUBN,HONDA,P,36270,10610,10810,20230717,28,28,28,950811,0028,0000,0353P,NY,F,W 125 ST,,0,408,C3,BBBBBBB,ALL,ALL,BL,0,2017,-,0,206,,,
1487931451,HMF7042,NY,PAS,2022-06-20T00:00:00.000,46,SDN,HONDA,P,36090,10610,10810,20221028,28,28,28,950811,0028,0000,0413P,NY,F,W 116 ST,,0,408,E3,BBBBBBB,ALL,ALL,RD,0,2016,-,0,231,,,
1487931505,JHE4388,NC,PAS,2022-06-20T00:00:00.000,46,SDN,ME/BE,P,36090,10610,10810,20220830,28,28,28,950811,0028,0000,0605P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,RD,0,0,-,0,239,,,
1487932145,GTK4201,NY,PAS,2022-06-30T00:00:00.000,19,SDN,ME/BE,P,36270,10810,31190,20220821,28,28,28,950811,0028,0000,1155A,NY,F,W 125 ST,,0,408,E5,BBBBBBB,ALL,ALL,WH,0,2015,-,0,307,,,
1487932212,KEV2806,NY,PAS,2022-06-30T00:00:00.000,19,SDN,HONDA,P,36270,10610,10810,20220911,28,28,28,950811,0028,0000,0740P,NY,F,W 125 ST,,0,408,C3,BBBBBBB,ALL,ALL,WH,0,2020,-,0,272,,,
1487932250,JFM6605,99,PAS,2022-07-01T00:00:00.000,19,,CADIL,P,36290,24690,10610,20230321,28,28,28,950811,0028,0000,0421P,NY,F,W 126 ST,,0,408,C3,BBBBBBB,ALL,ALL,,0,2011,-,0,164,,,
1487932261,GU37185,CA,PAS,2022-07-01T00:00:00.000,46,SDN,NISSA,P,36090,10610,10810,0,28,28,28,950811,0028,0000,0434P,NY,F,W 116 ST,,0,408,C3,BBBBBBB,ALL,ALL,GY,0,0,-,0,253,,,
1487932273,HHV9824,NY,PAS,2022-07-01T00:00:00.000,46,SUBN,AUDI,P,36090,10410,24690,20220727,28,28,28,950811,0028,0000,0505P,NY,O,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,BL,0,2021,-,0,60,,,
1487932285,JFF5922,OH,PAS,2022-07-01T00:00:00.000,46,SDN,LINCO,P,36090,24690,10610,20220531,28,28,28,950811,0028,0000,0518P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,BK,0,0,-,0,120,,,
1487932297,KNG5772,NY,PAS,2022-07-01T00:00:00.000,46,SDN,NISSA,P,36090,24690,10610,20230506,28,28,28,950811,0028,0000,0530P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,RD,0,2013,-,0,164,,,
1487932315,KL5088,NC,PAS,2022-07-01T00:00:00.000,46,SUBN,TOYOT,P,36090,24690,10610,20220228,28,28,28,950811,0028,0000,0607P,NY,F,W 116 ST,,0,408,C3,BBBBBBB,ALL,ALL,BL,0,0,-,0,164,,,
1487932340,JBG2671,NY,PAS,2022-06-28T00:00:00.000,19,SUBN,MAZDA,P,25690,36070,36090,20220909,28,28,28,970969,0028,0000,1055P,NY,F,MANHATTAN AVE,,0,408,E2,BBBBBBB,ALL,ALL,BLK,0,2014,-,0,372,,,
1487932601,H71PHY,NJ,PAS,2022-06-21T00:00:00.000,46,SUBN,JEEP,P,36090,24690,10610,0,28,28,28,950811,0028,0000,0528P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,WH,0,0,-,0,116,,,
1487932613,KJW2564,NY,PAS,2022-06-21T00:00:00.000,46,SDN,HYUND,P,36090,10410,24690,20230228,28,28,28,950811,0028,0000,0537P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,BL,0,2005,-,0,60,,,
1487932650,JRG7443,NY,PAS,2022-06-21T00:00:00.000,46,SUBN,FORD,P,36090,10610,10810,20220817,28,28,28,950811,0028,0000,0738P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,BK,0,2009,-,0,247,,,
1487932686,GZK4471,NY,PAS,2022-06-22T00:00:00.000,46,SDN,HONDA,P,36090,10610,10810,20230617,28,28,28,950811,0028,0000,0432P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,GY,0,2015,-,0,226,,,
1487932704,JDY4058,NY,PAS,2022-06-22T00:00:00.000,46,SUBN,TOYOT,P,36090,10610,10810,20221119,28,28,28,950811,0028,0000,0542P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,WH,0,2015,-,0,231,,,
1487932716,KW9783,NC,PAS,2022-06-22T00:00:00.000,46,SUBN,LEXUS,P,36090,10610,10810,20220630,28,28,28,950811,0028,0000,0703P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,WH,0,0,-,0,247,,,
1487932728,KUX6953,NY,PAS,2022-06-22T00:00:00.000,46,SDN,TOYOT,P,36090,10610,10810,20230427,28,28,28,950811,0028,0000,0710P,NY,O,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,BK,0,2013,-,0,261,,,
1487932972,KWW9036,99,PAS,2022-06-21T00:00:00.000,40,SUBN,CHEVR,P,36190,10610,31190,20240330,28,28,28,949830,0028,0000,0934P,K,F,W 121 ST,,0,408,F1,BBBBBBB,ALL,ALL,BK,0,2019,-,0,201,,,
1487934142,LHTG91,TX,PAS,2022-07-07T00:00:00.000,46,SUBN,FORD,P,36090,24690,10610,20220630,28,28,28,950811,0028,0000,0409P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,GY,0,0,-,0,112,,,
1487934154,JLK5183,NY,PAS,2022-07-07T00:00:00.000,19,SDN,CHEVR,P,36090,10410,24690,20240222,28,28,28,950811,0028,0000,0413P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,BL,0,2018,-,0,64,,,
1487934166,KVS6134,NY,PAS,2022-07-07T00:00:00.000,46,SDN,TESLA,P,36090,24690,10610,20240331,28,28,28,950811,0028,0000,0448P,NY,O,W 116 ST,,0,408,C3,BBBBBBB,ALL,ALL,BL,0,2022,-,0,164,,,
1487934180,JDX2434,NY,PAS,2022-07-07T00:00:00.000,46,SUBN,CADIL,P,36090,24690,10610,20221104,28,28,28,950811,0028,0000,0506P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,BK,0,2015,-,0,125,,,
1487934191,JFM2909,NY,PAS,2022-07-07T00:00:00.000,41,SUBN,HONDA,P,36090,24690,10610,20230319,28,28,28,950811,0028,0000,0511P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,BL,0,0,-,0,125,,,
1487934233,KNP2658,NY,PAS,2022-07-07T00:00:00.000,46,SDN,BMW,P,36090,10610,10810,20230628,28,28,28,950811,0028,0000,0805P,NY,F,W 116 ST,,0,408,C3,BBBBBBB,ALL,ALL,GY,0,2017,-,0,226,,,
1487934245,GKE7395,NY,PAS,2022-07-08T00:00:00.000,46,SDN,NISSA,P,36090,24690,10610,20230909,28,28,28,950811,0028,0000,0425P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,GY,0,2019,-,0,120,,,
1487934257,H46KJT,NJ,PAS,2022-07-08T00:00:00.000,46,SUBN,MAZDA,P,36090,10410,24690,0,28,28,28,950811,0028,0000,0440P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,GY,0,0,-,0,60,,,
1487934269,JDK2597,OH,PAS,2022-07-08T00:00:00.000,46,SUBN,TOYOT,P,36090,24690,10610,0,28,28,28,950811,0028,0000,0450P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,GY,0,0,-,0,120,,,
1487934270,KEJ2132,NY,PAS,2022-07-08T00:00:00.000,46,SUBN,HONDA,P,36090,24690,10610,20220911,28,28,28,950811,0028,0000,0455P,NY,O,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,WH,0,2020,-,0,164,,,
1487934282,KLD1054,NY,PAS,2022-07-08T00:00:00.000,46,SUBN,MESE,P,36090,10610,10810,0,28,28,28,950811,0028,0000,0510P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,WH,0,0,-,0,243,,,
1487934294,KLD1054,NY,PAS,2022-07-08T00:00:00.000,70,SUBN,MESE,P,36090,10610,10810,0,28,28,28,950811,0028,0000,0510P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,WH,0,0,-,0,243,,,
1487934324,JKH7836,NC,PAS,2022-07-08T00:00:00.000,46,SDN,NISSA,P,36090,10610,10810,20230131,28,28,28,950811,0028,0000,0631P,NY,F,W 116 ST,,0,408,C3,BBBBBBB,ALL,ALL,GY,0,0,-,0,225,,,
1487934543,KPM7171,NY,PAS,2022-07-07T00:00:00.000,27,SDN,DODGE,P,36230,10810,31190,20230702,28,28,28,970674,0028,0000,1030A,NY,O,W 123 STREET,,0,408,F1,BBBBBBB,ALL,ALL,RED,0,2020,-,0,305,,,
1487934555,KPM7171,NY,PAS,2022-07-07T00:00:00.000,74,SDN,DODGE,P,36230,10810,31190,20230702,28,28,28,970674,0028,0000,1035A,NY,O,W 123RD ST,,0,408,D3,BBBBBBB,ALL,ALL,RED,0,2020,-,0,305,,,
1487935341,JJT9124,NY,PAS,2022-07-05T00:00:00.000,46,SDN,NISSA,P,36090,10610,10810,20240109,28,28,28,950811,0028,0000,0414P,NY,F,W 116 ST,,0,408,C3,BBBBBBB,ALL,ALL,BK,0,2016,-,0,220,,,
1487935432,JVW7911,VA,PAS,2022-07-06T00:00:00.000,46,VAN,FORD,P,36090,24690,10610,20230131,18,18,28,950811,0028,0000,0420P,NY,F,W 116 ST,,0,408,E2,BBBBBBB,ALL,ALL,BL,0,2015,-,0,112,,,
1487935468,JMZ6386,NC,PAS,2022-07-06T00:00:00.000,19,SUBN,FORD,P,36090,24690,10610,20230331,28,28,28,950811,0028,0000,0520P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,GY,0,0,-,0,169,,,
1487935470,KYC4270,NY,PAS,2022-07-06T00:00:00.000,46,SUBN,CHEVR,P,36090,24690,10610,20240227,28,28,28,950811,0028,0000,0523P,NY,O,W 116 ST,,0,408,C3,BBBBBBB,ALL,ALL,BK,0,2007,-,0,164,,,
1487935481,HBJ9005,NC,PAS,2022-07-06T00:00:00.000,46,SUBN,ME/BE,P,36090,10410,24690,20230131,28,28,28,950811,0028,0000,0545P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,GY,0,0,-,0,47,,,
1487935493,HUS5630,NY,PAS,2022-07-06T00:00:00.000,19,SUBN,MITSU,P,36090,24690,10610,20230811,28,28,28,950811,0028,0000,0600P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,WH,0,2019,-,0,164,,,
1487935523,KMT5119,NY,PAS,2022-07-06T00:00:00.000,46,VAN,FORD,P,36090,24690,10610,20210919,28,28,28,950811,0028,0000,0800P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,WH,0,2009,-,0,108,,,
1487935535,KFL4915,NY,PAS,2022-07-06T00:00:00.000,46,SDN,ME/BE,P,36090,10610,10810,20220907,28,28,28,950811,0028,0000,0812P,NY,F,W 116 ST,,0,408,F1,BBBBBBB,ALL,ALL,GY,0,1999,-,0,226,,,
1487935547,KTC1501,NY,PAS,2022-07-07T00:00:00.000,46,SUBN,FORD,P,36270,10610,10810,20231121,28,28,28,971197,0028,0000,1257P,NY,F,WEST 125 STREET,,0,408,J2,BBBBBBB,ALL,ALL,B,0,2021,-,0,231,,,
1487936310,JSE9805,NY,PAS,2022-06-30T00:00:00.000,18,SUBN,HONDA,P,36270,10610,10810,20220721,28,28,28,950811,0028,0000,1221P,NY,F,W 125 ST,,0,408,F4,BBBBBBB,ALL,ALL,BL,0,2017,-,0,215,,,
1487936321,KFP3526,NY,PAS,2022-06-30T00:00:00.000,18,SUBN,CHEVR,P,36270,10610,10810,20221028,28,28,28,950811,0028,0000,1225P,NY,F,W 125 ST,,0,408,F4,BBBBBBB,ALL,ALL,GY,0,2018,-,0,215,,,
1487936590,KPJ2658,NY,PAS,2022-07-06T00:00:00.000,51,SUBN,HONDA,P,0,0,0,20230524,19,19,19,939882,0019,0000,0547P,NY,,W/S ED KOCH QUEENSBO,N/O E 61 ST,0,408,C,BBBBBBB,ALL,ALL,GY,0,2006,-,0,,,,
1487936606,KPJ2658,NY,PAS,2022-07-07T00:00:00.000,51,SUBN,HONDA,P,0,0,0,20230524,19,19,19,939882,0019,0000,0221P,NY,,W/S ED KOCH QUEENSBO,N/O E 61 ST,0,408,E3,BBBBBBB,ALL,ALL,GY,0,2006,-,0,,0215P,,
1487936655,JLN9817,NY,PAS,2022-07-08T00:00:00.000,19,SDN,CHRYS,P,25390,25390,27790,20231016,19,19,19,939882,0019,0000,0141P,NY,F,MADISON AVENUE,,0,408,C,BBBBBBB,ALL,ALL,WH,0,2018,-,0,655,,,
1487936679,KUH1831,NY,PAS,2022-07-08T00:00:00.000,24,SUBN,LEXUS,P,0,0,0,20240215,19,19,19,939882,0019,0000,0406P,NY,,S/S E 67 ST,W/O YORK AVENUE,20220708,408,D5,BBBBBBB,ALL,ALL,GY,0,2021,-,0,,0351P,,
1487936680,KUH1831,NY,PAS,2022-07-08T00:00:00.000,74,SUBN,LEXUS,P,0,0,0,20240215,19,19,19,939882,0019,0000,0408P,NY,,S/S E 67 ST,W/O YORK AVENUE,0,408,D5,BBBBBBB,ALL,ALL,GY,0,2021,-,0,,,,
1487936692,KUH1831,NY,PAS,2022-07-08T00:00:00.000,70,SUBN,LEXUS,P,0,0,0,20240215,19,19,19,939882,0019,0000,0415P,NY,,S/S E 67 ST,W/O YORK AVE,0,408,C,BBBBBBB,ALL,ALL,GY,0,2021,-,0,,,,
1487941523,JPW2348,NY,PAS,2022-07-08T00:00:00.000,46,SUBN,TOYOT,P,10810,36670,36690,20230314,32,32,32,969449,0032,0000,0409P,,F,8TH AVE,,0,408,C,BBBBBBB,ALL,ALL,BLK,0,2006,-,0,2730,,,
1487941547,KGE9722,NY,PAS,2022-06-22T00:00:00.000,46,SDN,NISSA,P,24690,36310,36330,20221202,32,32,32,934575,0032,0000,0805P,,F,LENOX AVE,,0,408,E2,BBBBBBB,ALL,ALL,WH,0,2018,-,0,342,,,
1487941559,G55NIF,NJ,PAS,2022-06-22T00:00:00.000,46,SDN,HYUND,P,36390,10410,24690,0,32,32,32,934575,0032,0000,0825P,,F,W 131 ST,,0,408,F1,BBBBBBB,ALL,ALL,GRY,0,0,-,0,1,,,
1487941742,KHX1198,NY,PAS,2022-07-02T00:00:00.000,40,SDN,HYUND,P,36630,24690,10610,20230207,32,32,32,969559,0032,0000,0855A,NY,F,WEST 143 STREET,,0,408,J2,BBBBBBB,ALL,ALL,RED,0,2015,-,0,101,,,
1487941754,HZT5749,NY,PAS,2022-07-04T00:00:00.000,98,SDN,INFIN,P,10410,19570,19590,20220831,32,32,32,964559,0032,0000,0938A,NY,,R/O 2152 5 AVE,,0,408,F1,BBBBBBB,ALL,ALL,GR,0,2006,-,0,,,,
1487941766,HWF6926,NY,PAS,2022-07-05T00:00:00.000,53,SUBN,MITSU,P,10610,36590,36610,20220820,32,32,32,969559,0032,0000,0209A,NY,F,7 AVENUE,,0,408,F1,BBBBBBB,ALL,ALL,BLK,0,2018,-,0,2430,,,
1487941894,KDT3863,NY,PAS,2022-07-09T00:00:00.000,53,SDN,NISSA,P,25290,36830,36850,20240614,32,32,32,969559,0032,0000,1144A,NY,F,MACOMBS PL,,0,408,D5,BBBBBBB,ALL,ALL,WH,0,2019,-,0,99,,,
1487941900,JRT4024,NY,PAS,2022-07-09T00:00:00.000,46,SDN,HONDA,P,10610,36550,36570,20240602,32,32,32,969559,0032,0000,0719P,NY,F,7 AVE,,0,408,F6,BBBBBBB,ALL,ALL,WH,0,2020,-,0,2380,,,
1487671453,KTR5717,NY,PAS,2022-06-16T00:00:00.000,40,SDN,HONDA,P,15340,41700,10890,20231214,108,108,108,936410,0108,0000,0911A,Q,F,72 ST,,0,408,C,BBBBBBB,ALL,ALL,GRAY,0,2004,-,0,50-12,,,
1487671465,KES3177,NY,PAS,2022-06-16T00:00:00.000,51,SUBN,HONDA,P,15340,41700,10890,20220902,108,108,108,0,0108,0000,0914A,Q,F,72 ST,,0,408,E2,BBBBBBB,ALL,ALL,BK,0,2011,-,0,50-12,,,
1487671659,KSH3520,NY,PAS,2022-07-03T00:00:00.000,53,SDN,NISSA,P,0,55365,0,20231125,110,110,110,963678,0110,0000,0250P,Q,,INTERS MEADOW LAKE,MEADOW DR,0,408,E5,BBBBBBB,ALL,ALL,WH,0,2016,-,0,,,,
1487671660,KJM4555,NY,PAS,2022-07-03T00:00:00.000,46,SUBN,JEEP,P,527,0,0,20230107,110,110,110,963678,0110,0000,0330P,,,MEADOW LAKE DR,VAN WYCK,0,408,F6,BBBBBBB,ALL,ALL,WH,0,2021,-,0,,,,
1487671672,KWG5504,NY,PAS,2022-07-03T00:00:00.000,46,SDN,BMW,P,527,0,0,20240516,110,110,110,963678,0110,0000,0335P,Q,,MEADOW LAKE DR,VAN WYCK,0,408,F1,BBBBBBB,ALL,ALL,WH,0,2013,-,0,,,,
1487671684,KUG5103,NY,PAS,2022-07-03T00:00:00.000,55,SUBN,TOYOT,P,0,58885,0,20240410,110,110,110,963678,0110,0000,0415P,Q,,MEADOW LAKE DR W,MERIDIAN RD,0,408,F1,BBBBBBB,ALL,ALL,WH,0,2022,-,0,,,,
1487671696,KSX5804,NY,PAS,2022-07-03T00:00:00.000,20,SUBN,NISSA,P,527,40404,40404,20231031,110,110,110,963678,0110,0000,0515P,NY,,MEADOW LAKE RD,,0,408,E7,BBBBBBB,ALL,ALL,BL,0,2021,-,0,,,,
1487671702,KUR7436,NY,PAS,2022-07-03T00:00:00.000,20,SUBN,HONDA,P,527,40404,40404,20240304,110,110,110,963678,0110,0000,0524P,Q,F,MEADOW LAKE RD,,0,408,D,BBBBBBB,ALL,ALL,GY,0,2019,-,0,,,,
1487671714,KHL9635,NY,PAS,2022-07-03T00:00:00.000,62,SDN,TOYOT,P,527,0,0,20221028,110,110,110,963678,0110,0000,0540P,Q,,MEADOW LAKE DR,PARKING LOT,0,408,D,BBBBBBB,ALL,ALL,GY,0,2020,-,0,,,,
1487671726,KUY5101,NY,PAS,2022-07-03T00:00:00.000,20,SUBN,LASO,P,527,40404,40404,20240228,110,110,110,963678,0110,0000,0610P,Q,,MEADOW LAKE RD,,0,408,D4,BBBBBBB,ALL,ALL,BL,0,2017,-,0,,,,
1487672469,KNZ2969,NY,PAS,2022-07-04T00:00:00.000,51,SUBN,MAZDA,P,10150,40404,40404,20230630,108,108,108,950233,0108,0000,0823P,Q,F,45 DR,,0,408,F2,BBBBBBB,ALL,ALL,GRY,0,2021,-,0,11-43,,,
1487672482,KTJ7230,NY,PAS,2022-07-04T00:00:00.000,46,SDN,BMW,P,10140,6740,7040,20220626,,0,108,950233,0108,0000,1021P,Q,F,45 AVE,,0,408,F1,YBYYYYY,ALL,ALL,BLK,0,2019,-,0,21-21,1021P,,
1487672913,HKW8054,NY,PAS,2022-07-07T00:00:00.000,98,SDN,TOYOT,P,59990,11190,11390,20220920,108,108,108,972374,0108,0000,0302A,Q,F,QUEENS BLVD,,0,408,K6,BBBBBBB,ALL,ALL,GRY,0,2016,-,0,53-15,0302A,,
1487672925,LXB1402,PA,PAS,2022-07-05T00:00:00.000,70,SDN,HONDA,P,65810,10590,10690,20230228,108,108,108,972374,0108,0000,0838A,Q,F,VAN DAM ST,,20220705,408,E3,BBBBBBB,ALL,ALL,GRY,0,2007,-,0,48-05,0838A,,
1487672937,HLZ54050,NY,PAS,2022-07-05T00:00:00.000,51,SUBN,VOLKS,P,6740,10140,10190,20230104,,0,108,972374,0108,0000,0821A,Q,F,21 ST,,0,408,J3,BBBBBBB,ALL,ALL,BLK,0,2020,-,0,45-25,,,
1487672949,KNC2197,NY,PAS,2022-07-05T00:00:00.000,98,SDN,NISSA,P,5640,36940,9840,20230731,,0,108,972374,0108,0000,0809A,Q,F,10 ST,,0,408,E3,BBBBBBB,ALL,ALL,WT,0,2017,-,0,42-16,0809A,,
1487673218,KNZ2958,NY,PAS,2022-07-03T00:00:00.000,14,SUBN,PORSC,P,0,0,0,20230629,108,108,108,951042,0108,0000,0958P,Q,,C/O CENTER BLVD,SO AVE,0,408,F2,BBBBBBB,ALL,ALL,BK,0,2021,-,0,,,,
1487673220,HXF8078,NY,PAS,2022-07-08T00:00:00.000,46,SDN,HONDA,P,0,0,0,20240213,108,108,108,951042,0108,0000,1040P,Q,,C/O 45 AVE,25 ST,0,408,E2,BBBBBBB,ALL,ALL,GRY,0,2015,-,0,,,,
1487673577,JAK9381,NY,PAS,2022-06-27T00:00:00.000,14,SDN,HONDA,P,36490,38643,5055,20220807,108,108,108,957324,0108,0000,1250P,Q,F,BORDEN AVE,,0,408,C,BBBBBBB,ALL,ALL,WHITE,0,2009,-,0,1-55,,,
1487673589,KSY9377,NY,PAS,2022-06-28T00:00:00.000,20,SUBN,ROVER,P,10440,5190,66390,20231116,,0,108,957324,0108,0000,0155P,Q,F,47 AVE,,0,408,F7,BBBBBBB,ALL,ALL,GRAY,0,2022,-,0,5-14,,,
1487674612,JSC9136,NY,PAS,2022-07-03T00:00:00.000,46,SDN,LEXUS,P,38643,36490,11240,20240603,108,108,108,966275,0108,0000,0034A,,F,CENTER BLVD,,0,408,F1,BBBBBBB,ALL,ALL,GREY,0,2007,-,0,52-41,,,
1487674624,J51PLX,NJ,PAS,2022-07-04T00:00:00.000,98,OI,NISSA,P,68290,14690,14840,20241231,108,108,108,963980,0108,0000,0426A,Q,F,WOODSIDE AVE,,0,408,C,BBBBBBB,ALL,ALL,,0,0,-,0,69-02,0426A,,
1487674843,HMK5940,NY,PAS,2022-06-24T00:00:00.000,50,SUBN,JEEP,P,0,0,0,20230308,108,108,108,944270,0108,0000,0454P,Q,,S/E C/O 51 AVE,JACKSON AVE,0,408,C,BBBBBBB,ALL,ALL,RED,0,0,-,0,,,,
1487674855,KDP8178,NY,PAS,2022-06-24T00:00:00.000,67,SUBN,TOYOT,P,50990,10890,10790,20220630,108,108,108,944270,0108,0000,0502P,Q,F,JACKSON AVE,,0,408,E5,BBBBBBB,ALL,ALL,BK,0,2011,-,0,10-17,,,
1487674879,HFL9909,99,PAS,2022-06-24T00:00:00.000,24,SUBN,JEEP,P,66390,10790,10890,20240329,108,108,108,944270,0108,0000,0510P,Q,F,VERNON BLVD,,0,408,D5,BBBBBBB,ALL,ALL,GRAY,0,2019,-,0,50-11,,,
1487674880,JMM2893,NY,PAS,2022-06-24T00:00:00.000,24,SUBN,FORD,P,66390,10790,10890,20231117,108,108,108,944270,0108,0000,0513P,Q,F,VERNON BLVD,,0,408,D5,BBBBBBB,ALL,ALL,BK,0,2022,-,0,50-11,,,
1487674892,KJK3793,NY,PAS,2022-06-29T00:00:00.000,24,SDN,CHEVR,P,66390,10790,10890,20230106,108,108,108,944270,0108,0000,0751P,Q,F,VERNON BLVD,,0,408,J5,BBBBBBB,ALL,ALL,ORANG,0,2019,-,0,50-11,,,
1487674909,HVC4762,NY,PAS,2022-06-29T00:00:00.000,19,SUBN,SUBAR,P,66390,10790,10890,20230830,108,108,108,944270,0108,0000,0755P,Q,F,VERNON BLVD,,0,408,D5,BBBBBBB,ALL,ALL,W,0,2017,-,0,50-11,,,
1487674910,KHJ3589,NY,PAS,2022-07-06T00:00:00.000,67,SDN,TOYOT,P,10890,0,0,20221222,108,108,108,938118,0108,0000,0755P,Q,,51 AVE,JACKSON,0,408,F2,BBBBBBB,ALL,ALL,BK,0,2009,-,0,,,,
1487675471,MH586,RI,PAS,2022-07-08T00:00:00.000,40,SDN,ME/BE,P,20340,40404,40404,20220430,106,106,108,962254,0108,0000,0139P,Q,F,109 ST,,0,408,F1,BBBBBBB,ALL,ALL,GY,0,2019,-,0,43-04,,,
1487681203,KSP4830,NY,PAS,2022-06-21T00:00:00.000,98,SDN,AUDI,P,15340,35780,42490,20220923,114,114,114,971938,0114,0000,0837P,Q,,72 ST,,0,408,E1,BBBBBBB,ALL,ALL,GRAY,0,2008,-,0,21-45,0837A,,
1487681227,KMF5079,PA,PAS,2022-06-21T00:00:00.000,40,,ME/BE,P,10740,7790,7990,20230101,114,114,114,971938,0114,0000,0627P,Q,,49 ST,,0,408,F2,BBBBBBB,ALL,ALL,BLK,0,2016,-,0,30-20,0627P,,
1487681320,KKL6564,NY,PAS,2022-06-20T00:00:00.000,95,SUBN,SUBAR,P,6390,7090,7140,20220620,114,114,114,971938,0114,0000,0722P,Q,F,19 STREET,,0,408,F2,BBBBBBB,ALL,ALL,WHITE,0,2021,-,0,24-19,,,
1487681367,HHX8121,NY,PAS,2022-06-19T00:00:00.000,48,SDN,MERCU,P,8740,6590,42490,20220615,114,114,114,971938,0114,0000,0541P,,F,36 STREET,,0,408,E2,BBBBBBB,ALL,ALL,BLU,0,1999,-,0,21-59,,,
1487681392,KGV8696,PA,PAS,2022-06-22T00:00:00.000,46,SUBN,CHEVR,P,0,40404,40404,0,114,114,114,937339,0114,0000,0042A,Q,F,STENIWAY,,0,408,K2,BBBBBBB,ALL,ALL,,0,0,-,0,25-61,,,
1487681501,KUJ1908,NY,PAS,2022-06-16T00:00:00.000,40,SUBN,HONDA,P,8740,28790,7540,20240325,114,114,114,937339,0114,0000,0142A,Q,F,36 ST,,0,408,K6,BBBBBBB,ALL,ALL,BLK,0,2011,-,0,25-74,,,
1487681513,JRA7031,NY,PAS,2022-06-16T00:00:00.000,40,SDN,CADIL,P,37290,8140,8240,20240114,114,114,114,937339,0114,0000,0128A,Q,F,BROADWAY,,0,408,E2,BBBBBBB,ALL,ALL,RD,0,2066,-,0,31-17,,,
1487681630,GTK6311,NY,PAS,2022-06-17T00:00:00.000,40,SDN,VOLKS,P,7640,7090,50330,20220821,114,114,114,969530,0114,0000,1211A,Q,F,28 STREET,,0,408,F1,BBBBBBB,ALL,ALL,WH,0,2013,-,0,24-44,,,
1487681677,KPY6682,NY,PAS,2022-06-26T00:00:00.000,98,VAN,TOYOT,P,7390,6240,6740,20230704,114,114,114,969530,0114,0000,0705A,Q,F,26 RD,,0,408,E2,BBBBBBB,ALL,ALL,BL,0,2021,-,0,18-42,,,
1487681744,JML9578,NY,PAS,2022-07-03T00:00:00.000,98,SUBN,JEEP,P,7840,7300,7740,20231002,114,114,114,969530,0114,0000,1215A,Q,F,30 DR,,0,408,K6,BBBBBBB,ALL,ALL,GRY,0,2016,-,0,25-19,,,
1487681768,JMN7796,NY,PAS,2022-07-03T00:00:00.000,40,SUBN,CHEVR,P,9090,28790,7540,20231111,114,114,114,969530,0114,0000,0407A,Q,F,38 STREET,,0,408,F2,BBBBBBB,ALL,ALL,BL,0,2017,-,0,25-94,,,
1487682086,HPA6391,NY,PAS,2022-06-27T00:00:00.000,98,SDN,CHEVR,P,7740,8290,8440,20230816,114,114,114,969454,0114,0000,1235A,Q,F,29 STREET,,0,408,F2,BBBBBBB,ALL,ALL,BLK,0,2014,-,0,33-23,,,
